keys,real,docs,classification
SQLiteDatabase_isWriteAheadLoggingEnabled,source, Returns true if write-ahead logging has been enabled for this database.,neither
AutoCompleteTextView_isPopupShowing,neither, Indicates whether the popup menu is showing.,neither
EventObject_toString,neither, Returns a String representation of this EventObject.,neither
URI_relativize,neither, Relativizes the given URI against this URI.,neither
CallableStatement_setCharacterStream,sink," Sets the designated parameter to the given Reader  object, which is the given number of characters long.",neither
Visualizer_setDataCaptureListener,sink, Registers an OnDataCaptureListener interface and specifies the rate at which the capture  should be updated as well as the type of capture requested.,neither
CertPathTrustManagerParameters_getParameters,source, Return a clone of the CertPathParameters encapsulated by this class.,neither
CharsetEncoder_onMalformedInput,neither, Changes this encoder's action for malformed-input errors.,neither
DataInputStream_readShort,source, See the general contract of the readShort  method of DataInput.,neither
StringReader_mark,neither, Marks the present position in the stream.,neither
JarInputStream_getNextJarEntry,source, Reads the next JAR file entry and positions the stream at the  beginning of the entry data.,neither
TestListener_addError,neither, An error occurred.,neither
SAXResult_setHandler,neither, Set the target to be a SAX2 ContentHandler.,neither
SQLiteDatabase_insertWithOnConflict,sink, General method for inserting a row into the database.,neither
SQLOutput_writeFloat,sink, Writes the next attribute to the stream as a Java float.,neither
ContentObserver_deliverSelfNotifications,neither, Returns true if this observer is interested receiving self-change notifications.,neither
Calendar_setLenient,neither, Specify whether or not date/time interpretation is to be lenient.,neither
AbstractInputMethodService_onCreateInputMethodSessionInterface,neither, Called by the framework when a new InputMethodSession interface is  needed for a new client of the input method.,neither
HttpURLConnection_usingProxy,source, Indicates if the connection is going through a proxy.,neither
KeyPairGeneratorSpec_getSerialNumber,source, Gets the serial number to be used on the X.509 certificate that will be  put in the KeyStore.,neither
ActionProvider_setVisibilityListener,neither, Set a listener to be notified when this ActionProvider's overridden visibility changes.,neither
Rfc822Token_setName,sink, Changes the name to the specified name.,neither
Editable_getFilters,neither, Returns the array of input filters that are currently applied  to changes to this Editable.,neither
CallableStatement_getNClob,source, Retrieves the value of a JDBC NCLOB parameter as a  java.sql.NClob object in the Java programming language.,neither
Identity_removeCertificate,neither, Removes a certificate from this identity.,neither
DownloadManager_enqueue,neither, Enqueue a new download.,neither
ScheduledThreadPoolExecutor_setContinueExistingPeriodicTasksAfterShutdownPolicy,sink, Sets the policy on whether to continue executing existing  periodic tasks even when this executor has been shutdown.,neither
SQLInput_readDate,source, Reads the next attribute in the stream and returns it as a java.sql.Date object.,neither
Math_cos,neither, Returns the trigonometric cosine of an angle.,neither
PreparedStatement_getMetaData,source, Retrieves a ResultSetMetaData object that contains  information about the columns of the ResultSet object  that will be returned when this PreparedStatement object  is executed.,neither
TransitionSet_removeTransition,neither, Removes the specified child transition from this set.,neither
TypeInfo_getTypeName,source," The name of a type declared for the associated element or attribute,  or null if unknown.",neither
JSONTokener_skipPast,neither, Advances past all input up to and including the next occurrence of  thru.,neither
DoubleBuffer_order,source, Retrieves this buffer's byte order.,neither
SSLSessionContext_getSessionTimeout,source, Returns the timeout limit of SSLSession objects grouped  under this SSLSessionContext.,neither
Attributes_getType,source, Look up an attribute's type by XML qualified  name.,neither
MediaCodec_queueSecureInputBuffer,neither, Similar to queueInputBuffer but submits a buffer that is  potentially encrypted.,neither
Manifest_read,source, Reads the Manifest from the specified InputStream.,neither
BackupHelper_writeNewStateDescription,sink, Called by BackupAgentHelper  after a restore operation to write the backup state file corresponding to  the data as processed by the helper.,neither
ShapeDrawable_setShaderFactory,neither, Sets a ShaderFactory to which requests for a  Shader object will be made.,neither
CallableStatement_setFloat,sink, Sets the designated parameter to the given Java float value.,neither
ServerSocket_isClosed,source, Returns the closed state of the ServerSocket.,neither
X509Certificate_getSubjectUniqueID,source, Gets the subjectUniqueID value from the certificate.,neither
ScriptIntrinsicBlend_forEachClear,neither," Sets dst = {0, 0, 0, 0}",neither
SparseIntArray_indexOfValue,neither," Returns an index for which valueAt would return the  specified key, or a negative number if no keys map to the  specified value.",neither
RandomAccessFile_readLong,source, Reads a signed 64-bit integer from this file.,neither
MediaPlayer_reset,neither, Resets the MediaPlayer to its uninitialized state.,neither
PreparedStatement_setRef,sink, Sets the designated parameter to the given  REF value.,neither
CharsetEncoder_canEncode,neither, Tells whether or not this encoder can encode the given character.,neither
DriverManager_getLoginTimeout,source, Gets the maximum time in seconds that a driver can wait  when attempting to log in to a database.,neither
Timestamp_valueOf,source, Converts a String object in JDBC timestamp escape format to a  Timestamp value.,neither
ZipEntry_setCompressedSize,sink, Sets the size of the compressed entry data.,neither
BluetoothA2dp_isA2dpPlaying,neither, Check if A2DP profile is streaming music.,neither
Element_removeAttributeNS,neither, Removes an attribute by local name and namespace URI.,neither
SchemaFactory_setProperty,sink, Set the value of a property.,neither
Formatter_ioException,neither, Returns the IOException last thrown by this formatter's Appendable.,neither
ImageView_setAdjustViewBounds,sink, Set this to true if you want the ImageView to adjust its bounds  to preserve the aspect ratio of its drawable.,neither
Timestamp_valueOf,sink, Converts a String object in JDBC timestamp escape format to a  Timestamp value.,neither
DoubleBuffer_asReadOnlyBuffer,neither," Creates a new, read-only double buffer that shares this buffer's  content.",neither
URI_isOpaque,source, Tells whether or not this URI is opaque.,neither
CallableStatement_getRef,source, Retrieves the value of the designated JDBC REF  parameter as a Ref object in the Java programming language.,neither
CRL_isRevoked,source, Checks whether the given certificate is on this CRL.,neither
Camera_addCallbackBuffer,neither, Adds a pre-allocated buffer to the preview callback buffer queue.,neither
InputConnectionWrapper_clearMetaKeyStates,neither, Clear the given meta key pressed states in the given input  connection.,neither
