class,class_description,method_name,args,return,description,has_description,args_string,aosp-gps,library,key
GoogleMap.OnCircleClickListener,Callback interface for when a circle is clicked.,onCircleClick,['Circle'],abstract void,Called when a circle is clicked.,1,Circle,gps,maps,GoogleMap.OnCircleClickListener_onCircleClick
GoogleMap.OnGroundOverlayClickListener,Callback interface for when a ground overlay is clicked.,onGroundOverlayClick,['GroundOverlay'],abstract void,Called when a ground overlay is clicked.,1,GroundOverlay,gps,maps,GoogleMap.OnGroundOverlayClickListener_onGroundOverlayClick
GoogleMap.OnIndoorStateChangeListener,A listener for when the indoor state changes.,onIndoorBuildingFocused,[''],abstract void,"The map maintains a notion of focused building, which is the building currently centered in the viewport or otherwise selected by the user through the UI or the location provider.",1,,gps,maps,GoogleMap.OnIndoorStateChangeListener_onIndoorBuildingFocused
GoogleMap.OnIndoorStateChangeListener,A listener for when the indoor state changes.,onIndoorLevelActivated,['IndoorBuilding'],abstract void,The map keeps track of the active level for each building which has been visited or otherwise had a level selected.,1,IndoorBuilding,gps,maps,GoogleMap.OnIndoorStateChangeListener_onIndoorLevelActivated
GoogleMap.OnInfoWindowClickListener,Callback interface for click/tap events on a marker's info window.,onInfoWindowClick,['Marker'],abstract void,Called when the marker's info window is clicked.,1,Marker,gps,maps,GoogleMap.OnInfoWindowClickListener_onInfoWindowClick
GoogleMap.OnInfoWindowCloseListener,Callback interface for close events on a marker's info window.,onInfoWindowClose,['Marker'],abstract void,Called when the marker's info window is closed.,1,Marker,gps,maps,GoogleMap.OnInfoWindowCloseListener_onInfoWindowClose
GoogleMap.OnInfoWindowLongClickListener,Callback interface for when the user long presses on a marker's info window.,onInfoWindowLongClick,['Marker'],abstract void,Called when the user makes a long-press gesture on the marker's info window.,1,Marker,gps,maps,GoogleMap.OnInfoWindowLongClickListener_onInfoWindowLongClick
GoogleMap.OnMapClickListener,Callback interface for when the user taps on the map.,onMapClick,['LatLng'],abstract void,"Called when the user makes a tap gesture on the map, but only if none of the overlays of the map handled the gesture.",1,LatLng,gps,maps,GoogleMap.OnMapClickListener_onMapClick
GoogleMap.OnMapLoadedCallback,Callback interface for when the map has finished rendering.,onMapLoaded,[''],abstract void,Called when the map has finished rendering.,1,,gps,maps,GoogleMap.OnMapLoadedCallback_onMapLoaded
GoogleMap.OnMapLongClickListener,Callback interface for when the user long presses on the map.,onMapLongClick,['LatLng'],abstract void,"Called when the user makes a long-press gesture on the map, but only if none of the overlays of the map handled the gesture.",1,LatLng,gps,maps,GoogleMap.OnMapLongClickListener_onMapLongClick
GoogleMap.OnMarkerClickListener,Defines signatures for methods that are called when a marker is clicked or tapped.,onMarkerClick,['Marker'],abstract boolean,Called when a marker has been clicked or tapped.,1,Marker,gps,maps,GoogleMap.OnMarkerClickListener_onMarkerClick
GoogleMap.OnMarkerDragListener,Callback interface for drag events on markers.,onMarkerDrag,['Marker'],abstract void,Called repeatedly while a marker is being dragged.,1,Marker,gps,maps,GoogleMap.OnMarkerDragListener_onMarkerDrag
GoogleMap.OnMarkerDragListener,Callback interface for drag events on markers.,onMarkerDragEnd,['Marker'],abstract void,Called when a marker has finished being dragged.,1,Marker,gps,maps,GoogleMap.OnMarkerDragListener_onMarkerDragEnd
GoogleMap.OnMarkerDragListener,Callback interface for drag events on markers.,onMarkerDragStart,['Marker'],abstract void,Called when a marker starts being dragged.,1,Marker,gps,maps,GoogleMap.OnMarkerDragListener_onMarkerDragStart
GoogleMap.OnMyLocationButtonClickListener,Callback interface for when the My Location button is clicked.,onMyLocationButtonClick,[''],abstract boolean,Called when the my location button is clicked.,1,,gps,maps,GoogleMap.OnMyLocationButtonClickListener_onMyLocationButtonClick
GoogleMap.OnMyLocationChangeListener,"This interface is deprecated. Use com.google.android.gms.location.FusedLocationProviderApi instead. FusedLocationProviderApi provides improved location finding and power usage and is used by the ""My Location"" blue dot. See the Select Current Place tutorial, which uses the FusedLocationProviderApi, or the Location Developer Guide.",onMyLocationChange,['Location'],abstract void,"Called when the Location of the My Location dot has changed (be it latitude/longitude, bearing or accuracy",1,Location,gps,maps,GoogleMap.OnMyLocationChangeListener_onMyLocationChange
GoogleMap.OnMyLocationClickListener,Callback interface for when the My Location dot (which signifies the user's location) is clicked.,onMyLocationClick,['Location'],abstract void,Called when the My Location dot is clicked.,1,Location,gps,maps,GoogleMap.OnMyLocationClickListener_onMyLocationClick
GoogleMap.OnPoiClickListener,A listener for POI taps.,onPoiClick,['PointOfInterest'],abstract void,Called when a POI is clicked or tapped.,1,PointOfInterest,gps,maps,GoogleMap.OnPoiClickListener_onPoiClick
GoogleMap.OnPolygonClickListener,Callback interface for when a polygon is clicked.,onPolygonClick,['Polygon'],abstract void,Called when a polygon is clicked.,1,Polygon,gps,maps,GoogleMap.OnPolygonClickListener_onPolygonClick
GoogleMap.OnPolylineClickListener,Callback interface for when a polyline is clicked.,onPolylineClick,['Polyline'],abstract void,Called when a polyline is clicked.,1,Polyline,gps,maps,GoogleMap.OnPolylineClickListener_onPolylineClick
GoogleMap.SnapshotReadyCallback,Callback interface to notify when the snapshot has been taken.,onSnapshotReady,['Bitmap'],abstract void,Invoked when the snapshot has been taken.,1,Bitmap,gps,maps,GoogleMap.SnapshotReadyCallback_onSnapshotReady
LocationSource,"Defines an interface for providing location data, typically to a GoogleMap object.",activate,['LocationSource.OnLocationChangedListener'],abstract void,Activates this provider.,1,LocationSource.OnLocationChangedListener,gps,maps,LocationSource_activate
LocationSource,"Defines an interface for providing location data, typically to a GoogleMap object.",deactivate,[''],abstract void,Deactivates this provider.,1,,gps,maps,LocationSource_deactivate
LocationSource.OnLocationChangedListener,Handles a location update.,onLocationChanged,['Location'],abstract void,Called when a new user location is known.,1,Location,gps,maps,LocationSource.OnLocationChangedListener_onLocationChanged
OnMapReadyCallback,Callback interface for when the map is ready to be used.,onMapReady,['GoogleMap'],abstract void,Called when the map is ready to be used.,1,GoogleMap,gps,maps,OnMapReadyCallback_onMapReady
OnMapsSdkInitializedCallback,Callback interface used by the Maps SDK to inform you which maps MapsInitializer.Renderer type has been loaded for your application.,onMapsSdkInitialized,['MapsInitializer.Renderer'],abstract void,The Maps SDK calls this method to inform you which maps MapsInitializer.Renderer has been loaded for your application.,1,MapsInitializer.Renderer,gps,maps,OnMapsSdkInitializedCallback_onMapsSdkInitialized
OnStreetViewPanoramaReadyCallback,Callback interface for when the Street View panorama is ready to be used.,onStreetViewPanoramaReady,['StreetViewPanorama'],abstract void,Called when the Street View panorama is ready to be used.,1,StreetViewPanorama,gps,maps,OnStreetViewPanoramaReadyCallback_onStreetViewPanoramaReady
StreetViewPanorama.OnStreetViewPanoramaCameraChangeListener,A listener for when the StreetViewPanoramaCamera changes,onStreetViewPanoramaCameraChange,['StreetViewPanoramaCamera'],abstract void,Called when the user makes changes to the camera on the panorama or if the camera is changed programmatically.,1,StreetViewPanoramaCamera,gps,maps,StreetViewPanorama.OnStreetViewPanoramaCameraChangeListener_onStreetViewPanoramaCameraChange
StreetViewPanorama.OnStreetViewPanoramaChangeListener,A listener for when the Street View panorama loads a new panorama,onStreetViewPanoramaChange,['StreetViewPanoramaLocation'],abstract void,The StreetViewPanorama performs an animated transition from one location to another when the user performs a manual navigation action.,1,StreetViewPanoramaLocation,gps,maps,StreetViewPanorama.OnStreetViewPanoramaChangeListener_onStreetViewPanoramaChange
StreetViewPanorama.OnStreetViewPanoramaClickListener,Callback interface for when the user taps on the panorama.,onStreetViewPanoramaClick,['StreetViewPanoramaOrientation'],abstract void,"Called when the user makes a tap gesture on the panorama, but only if none of the overlays of the panorama handled the gesture.",1,StreetViewPanoramaOrientation,gps,maps,StreetViewPanorama.OnStreetViewPanoramaClickListener_onStreetViewPanoramaClick
StreetViewPanorama.OnStreetViewPanoramaLongClickListener,Callback interface for when the user long presses on the panorama.,onStreetViewPanoramaLongClick,['StreetViewPanoramaOrientation'],abstract void,"Called when the user makes a long-press gesture on the panorama, but only if none of the overlays of the panorama handled the gesture.",1,StreetViewPanoramaOrientation,gps,maps,StreetViewPanorama.OnStreetViewPanoramaLongClickListener_onStreetViewPanoramaLongClick
GoogleMap.CancelableCallback,A callback interface for reporting when a task is complete or canceled.,onCancel,[''],abstract void,Invoked when a task is canceled.,1,,gps,maps,GoogleMap.CancelableCallback_onCancel
GoogleMap.CancelableCallback,A callback interface for reporting when a task is complete or canceled.,onFinish,[''],abstract void,Invoked when a task is complete.,1,,gps,maps,GoogleMap.CancelableCallback_onFinish
GoogleMap.InfoWindowAdapter,Provides views for customized rendering of info windows.,getInfoContents,['Marker'],abstractView,Provides custom contents for the default info window frame of a marker.,1,Marker,gps,maps,GoogleMap.InfoWindowAdapter_getInfoContents
GoogleMap.InfoWindowAdapter,Provides views for customized rendering of info windows.,getInfoWindow,['Marker'],abstractView,Provides a custom info window for a marker.,1,Marker,gps,maps,GoogleMap.InfoWindowAdapter_getInfoWindow
GoogleMap.OnCameraChangeListener,"This interface is deprecated. Replaced by GoogleMap.OnCameraMoveStartedListener, GoogleMap.OnCameraMoveListener and GoogleMap.OnCameraIdleListener. The order in which the deprecated onCameraChange method will be called in relation to the methods in the new camera change listeners is undefined.",onCameraChange,['CameraPosition'],abstract void,Called after the camera position has changed.,1,CameraPosition,gps,maps,GoogleMap.OnCameraChangeListener_onCameraChange
GoogleMap.OnCameraIdleListener,Callback interface for when camera movement has ended.,onCameraIdle,[''],abstract void,"Called when camera movement has ended, there are no pending animations and the user has stopped interacting with the map.",1,,gps,maps,GoogleMap.OnCameraIdleListener_onCameraIdle
GoogleMap.OnCameraMoveCanceledListener,Callback interface for when the camera's motion has been stopped or when the camera starts moving for a new reason.,onCameraMoveCanceled,[''],abstract void,Called when the developer explicitly calls the GoogleMap.stopAnimation(,1,,gps,maps,GoogleMap.OnCameraMoveCanceledListener_onCameraMoveCanceled
GoogleMap.OnCameraMoveListener,Callback interface for when the camera changes position.,onCameraMove,[''],abstract void,Called repeatedly as the camera continues to move after an onCameraMoveStarted call.,1,,gps,maps,GoogleMap.OnCameraMoveListener_onCameraMove
GoogleMap.OnCameraMoveStartedListener,Callback interface for when the camera motion starts.,onCameraMoveStarted,['int'],abstract void,Called when the camera starts moving after it has been idle or when the reason for camera motion has changed.,1,int,gps,maps,GoogleMap.OnCameraMoveStartedListener_onCameraMoveStarted
GoogleMap.OnCircleClickListener,Callback interface for when a circle is clicked.,onCircleClick,['Circle'],abstract void,Called when a circle is clicked.,1,Circle,gps,maps,GoogleMap.OnCircleClickListener_onCircleClick
GoogleMap.OnGroundOverlayClickListener,Callback interface for when a ground overlay is clicked.,onGroundOverlayClick,['GroundOverlay'],abstract void,Called when a ground overlay is clicked.,1,GroundOverlay,gps,maps,GoogleMap.OnGroundOverlayClickListener_onGroundOverlayClick
GoogleMap.OnIndoorStateChangeListener,A listener for when the indoor state changes.,onIndoorBuildingFocused,[''],abstract void,"The map maintains a notion of focused building, which is the building currently centered in the viewport or otherwise selected by the user through the UI or the location provider.",1,,gps,maps,GoogleMap.OnIndoorStateChangeListener_onIndoorBuildingFocused
GoogleMap.OnIndoorStateChangeListener,A listener for when the indoor state changes.,onIndoorLevelActivated,['IndoorBuilding'],abstract void,The map keeps track of the active level for each building which has been visited or otherwise had a level selected.,1,IndoorBuilding,gps,maps,GoogleMap.OnIndoorStateChangeListener_onIndoorLevelActivated
GoogleMap.OnInfoWindowClickListener,Callback interface for click/tap events on a marker's info window.,onInfoWindowClick,['Marker'],abstract void,Called when the marker's info window is clicked.,1,Marker,gps,maps,GoogleMap.OnInfoWindowClickListener_onInfoWindowClick
GoogleMap.OnInfoWindowCloseListener,Callback interface for close events on a marker's info window.,onInfoWindowClose,['Marker'],abstract void,Called when the marker's info window is closed.,1,Marker,gps,maps,GoogleMap.OnInfoWindowCloseListener_onInfoWindowClose
